PersonalID,FirstName,LastName,SSN,SSNDataQuality,DOB,DOBDataQuality,RaceEthnicity,Gender,VeteranStatus,DisablingCondition,CreatedDate
a293baf0,Anthony,White,860-18-7373,1,1977-11-15 19:20:36.363776,8,[5],[1],0,1,2022-03-08
b10e8a18,Sarah,Miller,986-XX-XXXX,1,1997-06-04 19:20:36.363785,1,[9],[0],0,0,2022-04-06
d39ace43,Jessica,Thomas,991-36-6075,2,1980-06-06 19:20:36.363793,1,"[1, 3, 6]",[1],0,0,2021-04-18
012a387d,David,Hall,826-95-8778,1,1991-10-17 19:20:36.363801,1,"[3, 5]",[0],0,0,2022-01-02
396af65d,Emily,Williams,688-49-4325,1,2007-06-28 19:20:36.363809,1,"[6, 5]",[1],0,0,2023-09-26
31db2b46,Emily,Clark,801-68-5512,9,1972-06-28 19:20:36.363817,1,[6],[0],0,0,2023-03-14
b24c34bd,Jennifer,Allen,246-67-2048,1,1983-08-15 19:20:36.363825,1,"[2, 5]",[0],1,1,2022-09-05
8423d885,Patricia,Taylor,719-41-9615,1,1995-09-18 19:20:36.363833,1,"[6, 5]",[6],0,1,2021-11-23
98145834,Michael,Thompson,682-72-8539,1,1987-02-03 19:20:36.363842,1,[5],[1],0,8,2021-02-14
c0367b96,Robert,Hall,140-21-5717,1,2008-01-19 19:20:36.363850,1,"[6, 5]",[0],0,1,2024-01-28
e5aacd5d,Thomas,Taylor,567-54-5873,1,2005-08-31 19:20:36.363858,1,"[3, 6]",[1],0,1,2023-03-15
0cd39bf8,Linda,White,943-32-7800,1,1993-04-25 19:20:36.363866,1,[1],[0],0,0,2022-11-23
caeebb4d,Mark,Rodriguez,732-65-8501,1,2002-04-26 19:20:36.363875,99,"[6, 5]",[1],0,0,2023-05-16
56e2af4f,Michael,Garcia,774-33-2565,1,1986-08-16 19:20:36.363883,1,"[3, 5]",[99],0,1,2023-08-28
2185577a,Sandra,Anderson,144-40-3587,1,2002-05-21 19:20:36.363891,1,[5],[1],0,0,2022-12-15
ab0fd6a4,Donald,Miller,743-78-5782,1,1991-11-04 19:20:36.363899,1,"[2, 4]",[1],0,1,2023-03-13
9cfe5a03,Karen,White,168-99-4559,99,2002-10-14 19:20:36.363907,1,[5],[4],1,1,2023-03-12
02b27116,Nancy,Jackson,521-XX-XXXX,1,1994-02-14 19:20:36.363915,1,[6],[4],0,1,2021-05-28
10ec96e5,Matthew,Moore,666-XX-XXXX,1,1996-12-14 19:20:36.363923,9,[6],[1],0,0,2023-12-18
a3376e2e,Mark,Robinson,477-19-2723,8,2005-10-20 19:20:36.363932,1,"[3, 5]",[3],0,1,2022-08-03
2a59b89c,Thomas,Thompson,898-51-7719,1,1996-05-05 19:20:36.363940,99,"[6, 5]",[1],0,1,2022-08-02
acbae980,Ashley,Harris,358-36-9291,99,1996-08-13 19:20:36.363948,1,"[3, 6]",[1],0,0,2022-02-04
fafd9011,Karen,Rodriguez,127-19-8567,1,1999-06-26 19:20:36.363956,1,"[1, 6]",[1],0,1,2024-01-28
72cfb5f7,Matthew,Walker,863-61-4185,99,1952-11-29 19:20:36.363964,1,[3],[1],1,1,2023-03-18
66a3140c,Karen,Garcia,110-42-2878,1,1982-04-28 19:20:36.363972,1,[5],[1],0,99,2021-07-19
e8822aa5,Matthew,Davis,239-51-8606,8,2004-07-15 19:20:36.363980,1,[3],[1],0,0,2021-09-26
2fd98e8a,Anthony,Hernandez,169-20-9985,1,2008-09-28 19:20:36.363989,1,[5],[1],0,1,2022-10-25
6c79927a,Sandra,Smith,830-66-3297,99,2004-09-23 19:20:36.363997,1,[5],[3],1,1,2024-04-03
00362daf,Patricia,Clark,385-30-3794,1,1988-05-04 19:20:36.364005,1,[2],[99],0,1,2021-04-21
c2a22219,Jessica,Lewis,721-22-3903,1,2007-12-14 19:20:36.364013,1,"[2, 3, 6, 5]",[0],0,0,2022-09-15
d14c6804,Joseph,Thompson,647-60-3759,99,1985-02-09 19:20:36.364021,1,"[1, 5]",[1],0,1,2023-07-27
78c8f18b,Emily,Young,881-11-5476,1,1997-11-16 19:20:36.364029,1,[1],"[0, 5]",0,0,2021-12-02
d093137f,John,Davis,466-32-4549,1,1999-02-09 19:20:36.364037,1,[4],[0],0,1,2024-03-28
55cb219e,Patricia,Martinez,791-78-4541,1,1989-11-15 19:20:36.364045,1,[2],[0],0,0,2021-10-09
7729fb45,Mark,Martin,148-91-9566,1,2005-09-03 19:20:36.364054,1,[3],[1],0,1,2023-06-24
9486fd0b,Robert,Miller,833-94-2684,1,2012-05-20 19:20:36.364062,1,"[3, 6, 5]",[0],0,1,2023-09-16
4e73e52f,Emily,Rodriguez,415-66-1858,1,1981-11-26 19:20:36.364070,1,"[1, 6, 5]",[1],0,1,2022-08-20
b5454f4d,James,Allen,149-58-4305,9,1999-10-09 19:20:36.364078,99,[5],[1],0,0,2021-10-24
65421dce,Sarah,Lee,483-XX-XXXX,1,1991-11-29 19:20:36.364086,1,"[1, 5]",[1],1,0,2022-03-06
0d3eec6a,Susan,Harris,304-XX-XXXX,1,1999-06-21 19:20:36.364095,1,[2],[1],0,1,2022-03-23
265a17f9,Elizabeth,Moore,531-13-1238,99,2003-12-26 19:20:36.364103,1,"[3, 5]",[0],1,1,2022-02-05
b6db9a6d,Matthew,King,296-97-2035,8,1965-05-07 19:20:36.364111,1,[2],[1],0,0,2021-01-19
7ac53c0b,Susan,Clark,198-95-3750,1,1973-11-29 19:20:36.364119,1,[5],[4],0,1,2023-01-12
ab11ea41,Robert,Garcia,145-63-9396,1,1986-10-31 19:20:36.364127,1,"[3, 5]",[4],0,99,2024-03-24
f110bef4,Mark,Hall,434-51-4105,1,2001-01-09 19:20:36.364136,1,"[1, 3, 5]",[0],0,1,2021-07-28
6dc7d4fe,Joseph,Robinson,654-60-8010,1,1998-01-21 19:20:36.364144,1,[3],[1],0,1,2021-10-30
d36ec2dd,Donald,Young,318-23-6842,1,1989-02-23 19:20:36.364152,1,[7],[1],0,99,2023-02-11
213bc76f,Nancy,Walker,115-61-6181,1,2005-04-05 19:20:36.364160,1,[3],[1],0,0,2023-05-25
795e3c58,Thomas,King,317-68-4606,1,1976-07-03 19:20:36.364168,1,[3],[1],0,1,2021-12-11
fdd193e1,Anthony,White,934-45-7045,1,2005-02-18 19:20:36.364176,2,[3],[0],1,99,2021-04-26
13c96793,David,King,323-62-5940,99,1940-01-23 19:20:36.364185,1,[5],[1],0,0,2021-07-16
31cdced3,Jennifer,Martinez,611-23-9784,99,1990-10-16 19:20:36.364193,8,"[3, 6]",[1],0,1,2022-12-30
